State;East-West;The first most important problem;The second most important problem;Party;Gender;Age;Reasearch Year
Sachsen-Anhalt;East;Economic recovery/situation;International banking and financial crisis;No response;Male;45-49;2009
Brandemburg;East;Unemployment/jobs;Economic recovery/situation;CDU/CSU;Male;40-44;2009
Brandemburg;East;Unemployment/jobs;No response;CDU/CSU;Male;35-39;2009
Sachsen;East;Unemployment/jobs;Social gap between rich and poor;SPD;Male;45-49;2009
Sachsen-Anhalt;East;Unemployment/jobs;Cost of living/prices/price of petrol/'Teuro'/inflation;No response;Male;35-39;2009
Sachsen;East;Economic recovery/situation;Unemployment/jobs;CDU/CSU;Female;70+;2009
Berlin-East;East;International banking and financial crisis;Health care system/nursing care insurance;No response;Female;35-39;2009
Sachsen;East;Pensions/old people/provision for old age;Unemployment/jobs;No response;Female;60-69;2009
Sachsen-Anhalt;East;Economic recovery/situation;Terrorism;CDU/CSU;Male;45-49;2009
Sachsen-Anhalt;East;Unemployment/jobs;Health care system/nursing care insurance;No response;Female;70+;2009
Sachsen-Anhalt;East;Social gap between rich and poor;Unemployment/jobs;No response;Female;60-69;2009
Brandemburg;East;Economic recovery/situation;Unemployment/jobs;SPD;Male;45-49;2009
Sachsen-Anhalt;East;International banking and financial crisis;Unemployment/jobs;SPD;Male;40-44;2009
Thüringen;East;Unemployment/jobs;Economic recovery/situation;CDU/CSU;Male;35-39;2009
Sachsen;East;Unemployment/jobs;National debt;No response;Male;40-44;2009
Sachsen-Anhalt;East;Unemployment/jobs;Economic recovery/situation;SPD;Female;40-44;2009
Mecklenburg-Vorpommern;East;German army missions abroad/Afghanistan;Unemployment/jobs;SPD;Male;40-44;2009
Brandemburg;East;International banking and financial crisis;Unemployment/jobs;SPD;Female;35-39;2009
Mecklenburg-Vorpommern;East;Unemployment/jobs;No response;No response;Male;45-49;2009
Sachsen;East;Unemployment/jobs;Environmental protection/climate/climate change/renewable energies;SPD;Male;25-29;2009
Mecklenburg-Vorpommern;East;Unemployment/jobs;No response;No response;Male;25-29;2009
Mecklenburg-Vorpommern;East;International banking and financial crisis;Unemployment/jobs;CDU/CSU;Female;30-34;2009
Sachsen;East;Health care system/nursing care insurance;Unemployment/jobs;SPD;Female;45-49;2009
Sachsen-Anhalt;East;Unemployment/jobs;Taxes/tax rises;No response;Male;25-29;2009
Thüringen;East;Family/children/youth;Unemployment/jobs;CDU/CSU;Female;18-20;2009
Brandemburg;East;Unemployment/jobs;Wages/regulation of working hours;SPD;Female;50-59;2009
Sachsen-Anhalt;East;Economic recovery/situation;Unemployment/jobs;SPD;Male;45-49;2009
Sachsen;East;Wages/regulation of working hours;International banking and financial crisis;CDU/CSU;Male;21-24;2009
Thüringen;East;Wages/regulation of working hours;No response;No response;Female;50-59;2009
Mecklenburg-Vorpommern;East;Unemployment/jobs;International banking and financial crisis;No response;Male;45-49;2009
Sachsen-Anhalt;East;Unemployment/jobs;School/education/PISA;SPD;Female;70+;2009
Brandemburg;East;Unemployment/jobs;School/education/PISA;SPD;Male;60-69;2009
Berlin-East;East;Wages/regulation of working hours;Foreigners/immigration/asylum-seekers/asylum;SPD;Female;21-24;2009
Berlin-East;East;International banking and financial crisis;Family/children/youth;No response;Female;30-34;2009
Thüringen;East;Unemployment/jobs;Economic recovery/situation;CDU/CSU;Female;40-44;2009
Sachsen;East;Unemployment/jobs;School/education/PISA;SPD;Female;60-69;2009
Sachsen-Anhalt;East;Unemployment/jobs;Social gap between rich and poor;No response;Female;50-59;2009
Brandemburg;East;Economic recovery/situation;Disenchantment with political parties and politics/politics in general/political affairs;SPD;Male;45-49;2009
Mecklenburg-Vorpommern;East;International banking and financial crisis;Economic recovery/situation;CDU/CSU;Male;50-59;2009
Sachsen;East;Pensions/old people/provision for old age;School/education/PISA;SPD;Female;50-59;2009
Sachsen;East;Unemployment/jobs;Cost of living/prices/price of petrol/'Teuro'/inflation;No response;Male;25-29;2009
Sachsen;East;Pessimism/'moaning'/lack of prospects;Unemployment/jobs;No response;Male;50-59;2009
Brandemburg;East;Terrorism;Foreigners/immigration/asylum-seekers/asylum;SPD;Male;30-34;2009
Sachsen-Anhalt;East;Unemployment/jobs;No response;CDU/CSU;Male;35-39;2009
Brandemburg;East;Unemployment/jobs;Economic recovery/situation;No response;Female;40-44;2009
Sachsen-Anhalt;East;Unemployment/jobs;No response;SPD;Male;40-44;2009
Sachsen;East;Unemployment/jobs;Health care system/nursing care insurance;No response;Female;50-59;2009
Berlin-East;East;Unemployment/jobs;National debt;No response;Male;60-69;2009
Sachsen-Anhalt;East;Wages/regulation of working hours;Unemployment/jobs;SPD;Male;40-44;2009
Thüringen;East;Unemployment/jobs;Environmental protection/climate/climate change/renewable energies;No response;Male;60-69;2009
Mecklenburg-Vorpommern;East;Pessimism/'moaning'/lack of prospects;Unemployment/jobs;SPD;Male;30-34;2009
Mecklenburg-Vorpommern;East;Unemployment/jobs;International banking and financial crisis;SPD;Male;70+;2009
No response;No response;Cost of living/prices/price of petrol/'Teuro'/inflation;No response;No response;Female;70+;2009
Sachsen-Anhalt;East;Law and order/crime;Unemployment/jobs;No response;Male;70+;2009
Berlin-East;East;Social gap between rich and poor;German army missions abroad/Afghanistan;SPD;Male;50-59;2009
Berlin-East;East;Unemployment/jobs;School/education/PISA;SPD;Female;60-69;2009
Sachsen;East;Unemployment/jobs;Family/children/youth;CDU/CSU;Female;50-59;2009
Sachsen-Anhalt;East;Unemployment/jobs;Wages/regulation of working hours;SPD;Female;50-59;2009
Brandemburg;East;Unemployment/jobs;Health care system/nursing care insurance;No response;Female;60-69;2009
Sachsen;East;Economic recovery/situation;Unemployment/jobs;CDU/CSU;Male;70+;2009
Brandemburg;East;Unemployment/jobs;No response;No response;Female;70+;2009
Sachsen;East;Unemployment/jobs;No response;CDU/CSU;Female;60-69;2009
Sachsen;East;Unemployment/jobs;Pensions/old people/provision for old age;FDP;Female;70+;2009
Thüringen;East;Unemployment/jobs;International banking and financial crisis;SPD;Female;50-59;2009
Thüringen;East;Unemployment/jobs;Family/children/youth;CDU/CSU;Female;30-34;2009
Mecklenburg-Vorpommern;East;School/education/PISA;Disenchantment with political parties and politics/politics in general/political affairs;SPD;Male;21-24;2009
Brandemburg;East;Other problems;Unemployment/jobs;SPD;Male;45-49;2009
Sachsen;East;Unemployment/jobs;Family/children/youth;No response;Female;45-49;2009
Sachsen;East;Economic recovery/situation;No response;No response;Male;40-44;2009
Thüringen;East;Pessimism/'moaning'/lack of prospects;Cost of living/prices/price of petrol/'Teuro'/inflation;No response;Male;70+;2009
Sachsen-Anhalt;East;Unemployment/jobs;International banking and financial crisis;No response;Male;50-59;2009
Berlin-East;East;Unemployment/jobs;National debt;No response;Male;50-59;2009
Berlin-East;East;School/education/PISA;Social gap between rich and poor;SPD;Male;40-44;2009
Brandemburg;East;Unemployment/jobs;No response;CDU/CSU;Female;35-39;2009
Thüringen;East;Cutbacks of social benefits/Hartz IV;Social gap between rich and poor;SPD;Male;50-59;2009
Sachsen;East;National debt;Unemployment/jobs;SPD;Male;60-69;2009
Thüringen;East;Economic recovery/situation;Unemployment/jobs;SPD;Male;60-69;2009
Sachsen;East;Terrorism;Peace/détente (East-West);No response;Female;70+;2009
Sachsen;East;No response;No response;SPD;Female;45-49;2009
Brandemburg;East;Social gap between rich and poor;Pensions/old people/provision for old age;SPD;Female;70+;2009
Sachsen;East;Unemployment/jobs;School/education/PISA;No response;Male;70+;2009
Sachsen;East;Unemployment/jobs;Law and order/crime;No response;Female;60-69;2009
Thüringen;East;Health care system/nursing care insurance;Morality/values;No response;Female;70+;2009
Berlin-East;East;Unemployment/jobs;Disenchantment with political parties and politics/politics in general/political affairs;SPD;Female;50-59;2009
Brandemburg;East;Unemployment/jobs;School/education/PISA;SPD;Female;40-44;2009
Sachsen;East;Disenchantment with political parties and politics/politics in general/political affairs;School/education/PISA;SPD;Male;60-69;2009
Sachsen;East;Unemployment/jobs;School/education/PISA;No response;Female;70+;2009
Brandemburg;East;Unemployment/jobs;Environmental protection/climate/climate change/renewable energies;CDU/CSU;Female;50-59;2009
Brandemburg;East;Unemployment/jobs;Cutbacks of social benefits/Hartz IV;No response;Male;60-69;2009
Sachsen-Anhalt;East;Unemployment/jobs;Social gap between rich and poor;No response;Female;35-39;2009
Brandemburg;East;Other problems;Disenchantment with political parties and politics/politics in general/political affairs;SPD;Male;25-29;2009
Sachsen;East;Unemployment/jobs;Health care system/nursing care insurance;No response;Female;25-29;2009
Berlin-East;East;Unemployment/jobs;School/education/PISA;No response;Female;60-69;2009
Thüringen;East;Unemployment/jobs;German army missions abroad/Afghanistan;SPD;Male;70+;2009
Brandemburg;East;Unemployment/jobs;Social gap between rich and poor;No response;Female;60-69;2009
Brandemburg;East;Unemployment/jobs;Social gap between rich and poor;SPD;Female;50-59;2009
Brandemburg;East;Unemployment/jobs;Family/children/youth;SPD;Female;60-69;2009
Sachsen;East;Unemployment/jobs;Health care system/nursing care insurance;No response;Female;35-39;2009
Sachsen-Anhalt;East;Unemployment/jobs;Cost of living/prices/price of petrol/'Teuro'/inflation;SPD;Female;50-59;2009
Sachsen-Anhalt;East;Health care system/nursing care insurance;Unemployment/jobs;SPD;Female;60-69;2009
Thüringen;East;Unemployment/jobs;School/education/PISA;No response;Female;18-20;2009
Sachsen-Anhalt;East;Unemployment/jobs;International banking and financial crisis;No response;Female;25-29;2009
Brandemburg;East;Unemployment/jobs;Disputes in the government/coalition;No response;Female;45-49;2009
Sachsen-Anhalt;East;International banking and financial crisis;Unemployment/jobs;SPD;Female;45-49;2009
Brandemburg;East;Unemployment/jobs;School/education/PISA;SPD;Female;70+;2009
Brandemburg;East;Unemployment/jobs;Cutbacks of social benefits/Hartz IV;CDU/CSU;Female;60-69;2009
Mecklenburg-Vorpommern;East;Health care system/nursing care insurance;Cost of living/prices/price of petrol/'Teuro'/inflation;CDU/CSU;Female;50-59;2009
Thüringen;East;Cutbacks of social benefits/Hartz IV;Cost of living/prices/price of petrol/'Teuro'/inflation;SPD;Female;40-44;2009
Sachsen-Anhalt;East;Unemployment/jobs;Social gap between rich and poor;SPD;Male;60-69;2009
Brandemburg;East;Unemployment/jobs;Wages/regulation of working hours;CDU/CSU;Female;25-29;2009
Thüringen;East;Unemployment/jobs;Pensions/old people/provision for old age;SPD;Male;70+;2009
Sachsen-Anhalt;East;Unemployment/jobs;No response;No response;Female;70+;2009
Brandemburg;East;Economic recovery/situation;Health care system/nursing care insurance;No response;Male;35-39;2009
Brandemburg;East;Unemployment/jobs;Environmental protection/climate/climate change/renewable energies;SPD;Male;60-69;2009
Sachsen;East;Family/children/youth;No response;CDU/CSU;Female;35-39;2009
Thüringen;East;Unemployment/jobs;Economic recovery/situation;No response;Female;21-24;2009
Sachsen-Anhalt;East;International banking and financial crisis;Unemployment/jobs;SPD;Male;50-59;2009
Brandemburg;East;Social gap between rich and poor;Unemployment/jobs;SPD;Male;50-59;2009
Brandemburg;East;Unemployment/jobs;School/education/PISA;CDU/CSU;Female;35-39;2009
Sachsen;East;Pensions/old people/provision for old age;Health care system/nursing care insurance;CDU/CSU;Female;60-69;2009
Mecklenburg-Vorpommern;East;Social gap between rich and poor;Taxes/tax rises;SPD;Female;50-59;2009
Brandemburg;East;No response;No response;SPD;Male;50-59;2009
Sachsen;East;Economic recovery/situation;No response;CDU/CSU;Male;35-39;2009
Thüringen;East;School/education/PISA;Environmental protection/climate/climate change/renewable energies;No response;Female;18-20;2009
Berlin-East;East;National debt;Economic recovery/situation;SPD;Male;25-29;2009
Sachsen;East;Cost of living/prices/price of petrol/'Teuro'/inflation;Unemployment/jobs;CDU/CSU;Female;30-34;2009
Berlin-East;East;Disenchantment with political parties and politics/politics in general/political affairs;Disenchantment with political parties and politics/politics in general/political affairs;SPD;Male;21-24;2009
Sachsen-Anhalt;East;School/education/PISA;Economic recovery/situation;SPD;Female;18-20;2009
Brandemburg;East;Unemployment/jobs;School/education/PISA;No response;Female;70+;2009
Berlin-East;East;Economic recovery/situation;Family/children/youth;No response;Male;35-39;2009
Mecklenburg-Vorpommern;East;International banking and financial crisis;Unemployment/jobs;No response;Female;70+;2009
Mecklenburg-Vorpommern;East;Health care system/nursing care insurance;Unemployment/jobs;SPD;Male;70+;2009
Thüringen;East;Unemployment/jobs;Health care system/nursing care insurance;SPD;Female;40-44;2009
Sachsen-Anhalt;East;Unemployment/jobs;Wages/regulation of working hours;SPD;Female;50-59;2009
Thüringen;East;Economic recovery/situation;School/education/PISA;SPD;Male;21-24;2009
Brandemburg;East;Unemployment/jobs;Health care system/nursing care insurance;No response;Male;70+;2009
Mecklenburg-Vorpommern;East;International banking and financial crisis;Unemployment/jobs;SPD;Male;60-69;2009
Berlin-East;East;Unemployment/jobs;Social gap between rich and poor;SPD;Female;40-44;2009
Mecklenburg-Vorpommern;East;Unemployment/jobs;Family/children/youth;No response;Female;45-49;2009
Sachsen;East;Unemployment/jobs;Cost of living/prices/price of petrol/'Teuro'/inflation;SPD;Male;60-69;2009
Sachsen;East;German army missions abroad/Afghanistan;Other problems;CDU/CSU;Male;21-24;2009
Thüringen;East;School/education/PISA;Economic recovery/situation;SPD;Female;35-39;2009
Thüringen;East;Unemployment/jobs;Pensions/old people/provision for old age;No response;Female;70+;2009
Thüringen;East;Unemployment/jobs;Environmental protection/climate/climate change/renewable energies;No response;Male;25-29;2009
Sachsen;East;Unemployment/jobs;Pensions/old people/provision for old age;CDU/CSU;Male;70+;2009
Thüringen;East;Unemployment/jobs;Family/children/youth;No response;Male;60-69;2009
Sachsen;East;Unemployment/jobs;Health care system/nursing care insurance;SPD;Male;60-69;2009
Sachsen-Anhalt;East;Unemployment/jobs;International banking and financial crisis;SPD;Male;70+;2009
Sachsen;East;Environmental protection/climate/climate change/renewable energies;International banking and financial crisis;SPD;Male;40-44;2009
Sachsen;East;Unemployment/jobs;Wages/regulation of working hours;No response;Female;50-59;2009
Sachsen;East;Unemployment/jobs;Right-wing radicals/right-wing extremists/NPD/anti-Semitism;CDU/CSU;Female;50-59;2009
Berlin-East;East;Unemployment/jobs;National debt;SPD;Male;70+;2009
Thüringen;East;Family/children/youth;School/education/PISA;No response;Male;30-34;2009
Sachsen-Anhalt;East;Unemployment/jobs;German army missions abroad/Afghanistan;No response;Female;25-29;2009
Sachsen;East;Family/children/youth;Unemployment/jobs;No response;Female;35-39;2009
Sachsen;East;International banking and financial crisis;Unemployment/jobs;No response;Female;50-59;2009
Sachsen;East;Social gap between rich and poor;Disenchantment with political parties and politics/politics in general/political affairs;CDU/CSU;Male;35-39;2009
